"","p","m","n","mean_lambda","df_correction_method","mean_df","recall","precision","hamming_distance","number_of_edges_estimated_imp","number_of_edges_estimated_full","F1_score"
"292",33,1000,3000,NA,"br",NA,0.985915492957746,0.945945945945946,5,74,71,0.96551724137931
"293",33,1,3000,NA,NA,NA,0.944444444444444,0.977011494252874,7,87,90,0.96045197740113
"294",33,10,3000,NA,"br",NA,0.944444444444444,0.977011494252874,7,87,90,0.96045197740113
"295",33,100,3000,NA,"br",NA,0.944444444444444,0.988372093023256,6,86,90,0.965909090909091
"296",33,1000,3000,NA,"br",NA,0.933333333333333,0.988235294117647,7,85,90,0.96
"297",33,1,3000,NA,NA,NA,0.975609756097561,0.930232558139535,8,86,82,0.952380952380952
"298",33,10,3000,NA,"br",NA,0.963414634146341,0.963414634146341,6,82,82,0.963414634146341
"299",33,100,3000,NA,"br",NA,0.951219512195122,0.962962962962963,7,81,82,0.957055214723926
"300",33,1000,3000,NA,"br",NA,0.963414634146341,0.975308641975309,5,81,82,0.969325153374233
"301",33,1,3000,NA,NA,NA,0.98780487804878,0.975903614457831,3,83,82,0.981818181818182
"302",33,10,3000,NA,"br",NA,0.98780487804878,0.98780487804878,2,82,82,0.98780487804878
"303",33,100,3000,NA,"br",NA,0.98780487804878,1,1,81,82,0.993865030674847
"304",33,1000,3000,NA,"br",NA,0.98780487804878,1,1,81,82,0.993865030674847
"305",33,1,3000,NA,NA,NA,0.977272727272727,0.988505747126437,3,87,88,0.982857142857143
"306",33,10,3000,NA,"br",NA,0.965909090909091,0.988372093023256,4,86,88,0.977011494252874
"307",33,100,3000,NA,"br",NA,0.977272727272727,0.977272727272727,4,88,88,0.977272727272727
"308",33,1000,3000,NA,"br",NA,0.977272727272727,0.977272727272727,4,88,88,0.977272727272727
"309",33,1,3000,NA,NA,NA,0.977011494252874,0.988372093023256,3,86,87,0.982658959537572
"310",33,10,3000,NA,"br",NA,1,0.97752808988764,2,89,87,0.988636363636364
"311",33,100,3000,NA,"br",NA,1,0.97752808988764,2,89,87,0.988636363636364
"312",33,1000,3000,NA,"br",NA,1,0.97752808988764,2,89,87,0.988636363636364
"313",33,1,3000,NA,NA,NA,0.946808510638298,0.967391304347826,8,92,94,0.956989247311828
"314",33,10,3000,NA,"br",NA,0.946808510638298,1,5,89,94,0.972677595628415
"315",33,100,3000,NA,"br",NA,0.978723404255319,1,2,92,94,0.989247311827957
"316",33,1000,3000,NA,"br",NA,0.978723404255319,1,2,92,94,0.989247311827957
"317",33,1,3000,NA,NA,NA,0.961538461538462,0.974025974025974,5,77,78,0.967741935483871
"318",33,10,3000,NA,"br",NA,0.948717948717949,0.986666666666667,5,75,78,0.967320261437909
"319",33,100,3000,NA,"br",NA,0.948717948717949,1,4,74,78,0.973684210526316
"320",33,1000,3000,NA,"br",NA,0.948717948717949,1,4,74,78,0.973684210526316
"321",33,1,3000,NA,NA,NA,0.929411764705882,0.951807228915663,10,83,85,0.94047619047619
"322",33,10,3000,NA,"br",NA,0.964705882352941,0.964705882352941,6,85,85,0.964705882352941
"323",33,100,3000,NA,"br",NA,0.952941176470588,0.975903614457831,6,83,85,0.964285714285714
"324",33,1000,3000,NA,"br",NA,0.952941176470588,0.975903614457831,6,83,85,0.964285714285714
"325",33,1,3000,NA,NA,NA,0.975,0.962962962962963,5,81,80,0.968944099378882
"326",33,10,3000,NA,"br",NA,0.95,0.987012987012987,5,77,80,0.968152866242038
"327",33,100,3000,NA,"br",NA,0.9625,0.974683544303797,5,79,80,0.968553459119497
"328",33,1000,3000,NA,"br",NA,0.975,0.975,4,80,80,0.975
"329",33,1,3000,NA,NA,NA,0.97029702970297,0.98,5,100,101,0.975124378109453
"330",33,10,3000,NA,"br",NA,0.96039603960396,0.989795918367347,5,98,101,0.974874371859296
"331",33,100,3000,NA,"br",NA,0.96039603960396,0.989795918367347,5,98,101,0.974874371859296
"332",33,1000,3000,NA,"br",NA,0.95049504950495,0.989690721649485,6,97,101,0.96969696969697
"333",33,1,3000,NA,NA,NA,0.974358974358974,0.926829268292683,8,82,78,0.95
"334",33,10,3000,NA,"br",NA,0.961538461538462,0.9375,8,80,78,0.949367088607595
"335",33,100,3000,NA,"br",NA,0.974358974358974,0.938271604938272,7,81,78,0.955974842767296
"336",33,1000,3000,NA,"br",NA,0.974358974358974,0.938271604938272,7,81,78,0.955974842767296
"337",33,1,3000,NA,NA,NA,0.959459459459459,0.91025641025641,10,78,74,0.934210526315789
"338",33,10,3000,NA,"br",NA,0.932432432432432,0.958333333333333,8,72,74,0.945205479452055
"339",33,100,3000,NA,"br",NA,0.945945945945946,0.972222222222222,6,72,74,0.958904109589041
"340",33,1000,3000,NA,"br",NA,0.959459459459459,0.972602739726027,5,73,74,0.965986394557823
"341",33,1,3000,NA,NA,NA,0.974025974025974,0.892857142857143,11,84,77,0.93167701863354
"342",33,10,3000,NA,"br",NA,0.974025974025974,1,2,75,77,0.986842105263158
"343",33,100,3000,NA,"br",NA,0.987012987012987,1,1,76,77,0.993464052287582
"344",33,1000,3000,NA,"br",NA,1,1,0,77,77,1
"345",33,1,3000,NA,NA,NA,0.96551724137931,0.954545454545455,7,88,87,0.96
"346",33,10,3000,NA,"br",NA,0.942528735632184,0.976190476190476,7,84,87,0.95906432748538
"347",33,100,3000,NA,"br",NA,0.96551724137931,0.976744186046512,5,86,87,0.971098265895954
"348",33,1000,3000,NA,"br",NA,0.954022988505747,0.988095238095238,5,84,87,0.970760233918129
"349",33,1,3000,NA,NA,NA,0.953488372093023,0.931818181818182,10,88,86,0.942528735632184
"350",33,10,3000,NA,"br",NA,0.953488372093023,0.964705882352941,7,85,86,0.95906432748538
"351",33,100,3000,NA,"br",NA,0.953488372093023,0.964705882352941,7,85,86,0.95906432748538
"352",33,1000,3000,NA,"br",NA,0.953488372093023,0.964705882352941,7,85,86,0.95906432748538
"353",33,1,3000,NA,NA,NA,0.946808510638298,0.946808510638298,10,94,94,0.946808510638298
"354",33,10,3000,NA,"br",NA,0.936170212765957,0.98876404494382,7,89,94,0.961748633879781
"355",33,100,3000,NA,"br",NA,0.957446808510638,0.989010989010989,5,91,94,0.972972972972973
"356",33,1000,3000,NA,"br",NA,0.968085106382979,0.989130434782609,4,92,94,0.978494623655914
"357",33,1,3000,NA,NA,NA,0.971830985915493,0.958333333333333,5,72,71,0.965034965034965
"358",33,10,3000,NA,"br",NA,0.957746478873239,0.971428571428571,5,70,71,0.964539007092199
"359",33,100,3000,NA,"br",NA,0.957746478873239,0.971428571428571,5,70,71,0.964539007092199
"360",33,1000,3000,NA,"br",NA,0.943661971830986,0.971014492753623,6,69,71,0.957142857142857
"361",33,1,3000,NA,NA,NA,0.931034482758621,0.910112359550562,14,89,87,0.920454545454545
"362",33,10,3000,NA,"br",NA,0.942528735632184,0.953488372093023,9,86,87,0.947976878612717
"363",33,100,3000,NA,"br",NA,0.942528735632184,0.953488372093023,9,86,87,0.947976878612717
"364",33,1000,3000,NA,"br",NA,0.942528735632184,0.953488372093023,9,86,87,0.947976878612717
"365",33,1,3000,NA,NA,NA,0.987654320987654,0.941176470588235,6,85,81,0.963855421686747
"366",33,10,3000,NA,"br",NA,0.987654320987654,0.963855421686747,4,83,81,0.975609756097561
"367",33,100,3000,NA,"br",NA,0.987654320987654,0.975609756097561,3,82,81,0.98159509202454
"368",33,1000,3000,NA,"br",NA,0.987654320987654,0.963855421686747,4,83,81,0.975609756097561
"369",33,1,3000,NA,NA,NA,0.967391304347826,0.988888888888889,4,90,92,0.978021978021978
"370",33,10,3000,NA,"br",NA,0.967391304347826,0.988888888888889,4,90,92,0.978021978021978
"371",33,100,3000,NA,"br",NA,0.967391304347826,0.988888888888889,4,90,92,0.978021978021978
"372",33,1000,3000,NA,"br",NA,0.967391304347826,0.988888888888889,4,90,92,0.978021978021978
"373",33,1,3000,NA,NA,NA,0.949367088607595,0.961538461538462,7,78,79,0.955414012738854
"374",33,10,3000,NA,"br",NA,0.962025316455696,0.962025316455696,6,79,79,0.962025316455696
"375",33,100,3000,NA,"br",NA,0.974683544303797,0.9625,5,80,79,0.968553459119497
"376",33,1000,3000,NA,"br",NA,0.974683544303797,0.9625,5,80,79,0.968553459119497
"377",33,1,3000,NA,NA,NA,0.987654320987654,0.941176470588235,6,85,81,0.963855421686747
"378",33,10,3000,NA,"br",NA,0.975308641975309,0.975308641975309,4,81,81,0.975308641975309
"379",33,100,3000,NA,"br",NA,0.975308641975309,0.9875,3,80,81,0.981366459627329
"380",33,1000,3000,NA,"br",NA,0.975308641975309,0.9875,3,80,81,0.981366459627329
"381",33,1,3000,NA,NA,NA,0.977272727272727,0.945054945054945,7,91,88,0.960893854748603
"382",33,10,3000,NA,"br",NA,0.954545454545455,0.988235294117647,5,85,88,0.971098265895954
"383",33,100,3000,NA,"br",NA,0.954545454545455,0.988235294117647,5,85,88,0.971098265895954
"384",33,1000,3000,NA,"br",NA,0.954545454545455,0.988235294117647,5,85,88,0.971098265895954
"385",33,1,3000,NA,NA,NA,0.961538461538462,0.961538461538462,6,78,78,0.961538461538462
"386",33,10,3000,NA,"br",NA,0.974358974358974,1,2,76,78,0.987012987012987
"387",33,100,3000,NA,"br",NA,0.974358974358974,1,2,76,78,0.987012987012987
"388",33,1000,3000,NA,"br",NA,0.974358974358974,1,2,76,78,0.987012987012987
"389",33,1,3000,NA,NA,NA,0.985714285714286,0.92,7,75,70,0.951724137931035
"390",33,10,3000,NA,"br",NA,0.971428571428571,0.957746478873239,5,71,70,0.964539007092199
"391",33,100,3000,NA,"br",NA,0.971428571428571,0.944444444444444,6,72,70,0.957746478873239
"392",33,1000,3000,NA,"br",NA,0.971428571428571,0.944444444444444,6,72,70,0.957746478873239
"393",33,1,3000,NA,NA,NA,0.956043956043956,0.896907216494845,14,97,91,0.925531914893617
"394",33,10,3000,NA,"br",NA,0.956043956043956,0.966666666666667,7,90,91,0.961325966850829
"395",33,100,3000,NA,"br",NA,0.956043956043956,0.97752808988764,6,89,91,0.966666666666667
"396",33,1000,3000,NA,"br",NA,0.956043956043956,0.97752808988764,6,89,91,0.966666666666667
