"","p","m","n","mean_lambda","df_correction_method","mean_df","recall","precision","hamming_distance","number_of_edges_estimated_imp","number_of_edges_estimated_full"
"363",33,100,100,NA,"br",NA,0.565217391304348,0.65,17,20,23
"364",33,1000,100,NA,"br",NA,0.565217391304348,0.619047619047619,18,21,23
"365",33,1,100,NA,NA,NA,0.785714285714286,0.709677419354839,15,31,28
"366",33,10,100,NA,"br",NA,0.678571428571429,0.863636363636364,12,22,28
"367",33,100,100,NA,"br",NA,0.678571428571429,0.791666666666667,14,24,28
"368",33,1000,100,NA,"br",NA,0.678571428571429,0.791666666666667,14,24,28
"369",33,1,100,NA,NA,NA,0.6875,0.709677419354839,19,31,32
"370",33,10,100,NA,"br",NA,0.65625,0.954545454545455,12,22,32
"371",33,100,100,NA,"br",NA,0.75,0.888888888888889,11,27,32
"372",33,1000,100,NA,"br",NA,0.75,0.888888888888889,11,27,32
"373",33,1,100,NA,NA,NA,0.76,0.678571428571429,15,28,25
"374",33,10,100,NA,"br",NA,0.76,0.904761904761905,8,21,25
"375",33,100,100,NA,"br",NA,0.76,0.904761904761905,8,21,25
"376",33,1000,100,NA,"br",NA,0.76,0.904761904761905,8,21,25
"377",33,1,100,NA,NA,NA,0.666666666666667,0.642857142857143,19,28,27
"378",33,10,100,NA,"br",NA,0.666666666666667,0.75,15,24,27
"379",33,100,100,NA,"br",NA,0.62962962962963,0.80952380952381,14,21,27
"380",33,1000,100,NA,"br",NA,0.62962962962963,0.85,13,20,27
"381",33,1,100,NA,NA,NA,0.714285714285714,0.625,20,32,28
"382",33,10,100,NA,"br",NA,0.714285714285714,0.740740740740741,15,27,28
"383",33,100,100,NA,"br",NA,0.714285714285714,0.8,13,25,28
"384",33,1000,100,NA,"br",NA,0.714285714285714,0.8,13,25,28
"385",33,1,100,NA,NA,NA,0.80952380952381,0.515151515151515,20,33,21
"386",33,10,100,NA,"br",NA,0.857142857142857,0.75,9,24,21
"387",33,100,100,NA,"br",NA,0.857142857142857,0.75,9,24,21
"388",33,1000,100,NA,"br",NA,0.857142857142857,0.75,9,24,21
"389",33,1,100,NA,NA,NA,0.703703703703704,0.730769230769231,15,26,27
"390",33,10,100,NA,"br",NA,0.592592592592593,0.842105263157895,14,19,27
"391",33,100,100,NA,"br",NA,0.592592592592593,0.8,15,20,27
"392",33,1000,100,NA,"br",NA,0.62962962962963,0.772727272727273,15,22,27
"393",33,1,100,NA,NA,NA,0.875,0.75,10,28,24
"394",33,10,100,NA,"br",NA,0.791666666666667,0.826086956521739,9,23,24
"395",33,100,100,NA,"br",NA,0.833333333333333,0.909090909090909,6,22,24
"396",33,1000,100,NA,"br",NA,0.833333333333333,0.909090909090909,6,22,24
